File	VClass	Word	Order
PH91-2-16-AB-LMinelli.txt	u	PUSHES	48
PH73-5-4-AB-CSweeney.txt	ae	AGONY	49
PH85-2-4-CCirillo.txt	e	ENVY	50
PH85-1-3-MrCook.txt	i	SIPIAN'S	51
PH82-1-16-MrBlackie.txt	u	COOKIES	52
PH76-3-1-JNathan.txt	ey	ARRANGEMENTS	53
PH10-2-9-Tom.txt	ow	GOATS	54
PH06-2-7-Samantha.txt	i	SQUID	55
PH10-2-6-Karyn.txt	ey	NATAL	56
PH04-3-3-AB-GMayakovskaya.txt	ow	GROCERIES	57
PH02-1-1-Ethel.txt	uh	DUST	58
PH90-2-16-GLeeds.txt	i	FLIP	59
PH74-2-3-AB-PMcDermitt.txt	uw	ATTRIBUTES	60
PH79-3-6-AB-SamY.txt	ey	PATIENCE	61
PH04-3-3-AB-GMayakovskaya.txt	ah	CONVERSATIONS	62
PH81-3-1-AB-VJohnson.txt	ah	TOLERATE	63
PH10-1-6-AB-Michelle.txt	uh	DRUNKS	64
PH79-4-4-JBrown.txt	uw	SHOOT	65
PH04-2-1-LDelFuego.txt	iy	RICO	66
PH74-2-3-AB-PMcDermitt.txt	ey	VERBATIM	67
PH82-1-10-MCollins.txt	i	LITERATURE	68
PH79-4-8-BHenderson.txt	uw	OO	69
PH06-2-5-Sophia.txt	ah	BOTTLED	70
PH77-4-6-MrLane.txt	u	WOODS	71
PH75-0-3-RJordan.txt	iy	SEEK	72
PH85-1-1-SHymes.txt	uh	BUMS	73
PH90-2-5-IFox.txt	ow	CHOSE	74
PH82-3-6-MRusso.txt	ey	EIGHTEENTH	75
PH81-0-1-DWise.txt	uw	BABOON	76
PH77-3-6-AGaribaldi.txt	e	HEADLIGHT	77
PH92-1-4-LBurrows.txt	ow	HOMEROOM	78
PH81-0-13-GMathews.txt	aw	HOWARD	79
PH76-4-2-MrsHaney.txt	ah	WASHCLOTH	80
PH82-1-14-WBennett.txt	e	EXPENSES	81
PH81-3-1-AB-VJohnson.txt	aw	TOWELS	82
PH06-1-6-JMcPhee.txt	uh	TOUCHES	83
PH82-1-4-MOMalley.txt	i	INCIDENTALLY	84
PH94-2-1-APiolatta.txt	uw	MOODS	85
PH90-1-2-SMaughan.txt	iy	LEADER	86
PH06-1-6-JMcPhee.txt	u	FOOTBALL'S	87
PH10-1-2-Raymond.txt	ey	EIGHTEENTH	88
PH82-1-4-MOMalley.txt	aw	ANNOUNCE	89
PH91-2-16-AB-LMinelli.txt	i	AUDITION	90
PH06-1-8-ECarlin.txt	i	EVICTED	91
PH87-1-1-Lou.txt	iy	DEFEATING	92
PH10-2-6-Karyn.txt	ow	JOKING	93
PH74-0-1-DDegerberg.txt	ah	CONJURES	94
PH06-2-6-Amy.txt	ey	J'S	95
PH78-4-2-MrsGarbies.txt	iy	CREEK	96
PH06-1-6-JMcPhee.txt	ow	FOLD	97
PH10-1-3-Patricia.txt	aw	FLOWER	98
PH84-2-4-AB-DOShea.txt	ay	PRIMARY	99
PH81-3-9-AB-BDavis.txt	ay	VANDALIZE	100
PH73-5-5-DMcLaughlin.txt	u	COULD	101
PH81-0-7-MAbdullah.txt	u	OVERBROOK	102
PH81-3-4-GStein.txt	uw	CHOOSE	103
PH92-2-3-JSantori.txt	ae	AVENUE'S	104
PH77-4-9-NGeorge.txt	ay	SMILE	105
PH82-1-14-WBennett.txt	uw	CHOOSY	106
PH90-2-9-PDoe.txt	ay	PRIVACY	107
PH02-2-7-AB-MsJones.txt	u	HOOKER	108
PH90-2-15-LLeeds.txt	uw	MOOD	109
PH97-3-1-Len.txt	iy	IDEALISTIC	110
PH02-1-1-Ethel.txt	i	PICTURE	111
PH81-0-7-MAbdullah.txt	iy	LEANIN' 	112
PH77-4-5-TMiller.txt	iy	FEATURE	113
PH79-3-5-VSarsparilla.txt	ow	OWED	114
PH85-3-4-Richie.txt	ah	BOTHERIN'	115
PH00-1-5-BagODonuts.txt	aw	HOUSING	116
PH81-3-5-MSamuels.txt	uh	SCUFFLES	117
PH00-1-3-AB-GSalvi.txt	ey	INTERCHANGEABLY	118
PH06-2-2-Patrick.txt	ae	WACKED	119
PH74-0-3-EPeterson.txt	e	GREGORY'S	120
PH74-00-3-JMcKeown.txt	uh	BROTHE-	121
PH78-4-3-MrGarbies.txt	uh	WASHTUB	122
PH81-0-13-GMathews.txt	ow	UTMOST	123
PH00-1-5-BagODonuts.txt	e	RESUME	124
PH96-3-2-Kay.txt	u	PULLS	125
PH04-3-3-AB-GMayakovskaya.txt	e	SCARIER	126
PH74-1-3-YPerlman.txt	ae	GATHER-	127
PH73-5-1-AB-MCosta.txt	ow	ROSARIES	128
PH96-3-1-Mary.txt	ah	DOCTOR'S	129
PH77-4-9-NGeorge.txt	iy	SEVENTEENTH'S	130
PH81-3-9-AB-BDavis.txt	i	DISLIKES	131
PH90-1-3-GSwensen.txt	u	NEIGHBORHOODS	132
PH79-3-2-RickW.txt	uw	WOO	133
PH00-1-2-NJulian.txt	aw	COUCH	134
PH04-3-2-AB-ECrane.txt	u	NEIGHBORHOOD	135
PH76-4-1-JHaney.txt	ae	SACRISTY	136
PH06-2-6-Amy.txt	ey	CAUCASIAN	137
PH98-1-5-Pina.txt	ey	EXPLAINED	138
PH10-2-6-Karyn.txt	ay	BEDSIDE	139
PH80-2-1-DGood.txt	ah	LOCKING	140
PH73-0-7-EDonnelly.txt	ae	HATS	141
PH91-2-17-GMinelli.txt	e	VENDETTAS	142
PH84-1-1-CHart.txt	ay	INCLINED	143
PH06-2-1-AB-Jean.txt	u	LOOKING	144
PH81-0-8-IWalker.txt	uh	SHOVED	145
PH90-2-5-IFox.txt	i	HITTING	146
PH04-1-3-AMiller.txt	uh	CUTTING	147
PH82-1-4-MOMalley.txt	ey	PAYS	148
PH79-3-2-RickW.txt	ae	LAVATORY	149
PH10-1-3-Patricia.txt	uw	SCHOOLTEACHER	150
PH76-4-2-MrsHaney.txt	uh	ANOTHER'S	151
PH81-3-1-AB-VJohnson.txt	iy	FEEDS	152
PH77-4-4-BOHara.txt	u	DUMBASS	153
PH91-2-1-SRossi.txt	ae	CARRIERS	154
PH94-2-2-Angelo.txt	ow	UNDERCLOTHES	155
PH85-3-1-SCaracci.txt	ow	FLOATS	156
PH82-1-6-BFlynn.txt	iy	TEENAGER	157
PH94-2-2-Angelo.txt	ay	FINANCED	158
PH06-2-5-Sophia.txt	aw	MOUSY	159
PH81-3-9-AB-BDavis.txt	e	BEDRIDDEN	160
PH77-3-5-RSalvatore.txt	ay	WIVES	161
PH06-1-8-ECarlin.txt	ay	AISLES	162
PH73-0-7-EDonnelly.txt	e	SPENDIN'	163
PH87-1-3-ETrater.txt	ae	PRACTICING	164
PH80-2-6-FBrown.txt	e	PHILADELPHIAN	165
PH79-4-3-SSpooner.txt	aw	HOUR'S	166
PH79-4-1-LMusello.txt	e	ASSEMBLER	167
PH91-2-15-ABCD-NMinelli.txt	uw	BARBECUIN'	168
PH79-3-5-VSarsparilla.txt	ay	IMPROVISED	169
PH85-1-6-MrsRoberts.txt	u	INPUT	170
PH92-1-1-BHennessey.txt	ay	THRIVE	171
PH96-3-1-Mary.txt	u	WILDWOOD	172
PH06-2-6-Amy.txt	uw	SCOOPED	173
PH90-2-6-MElliott.txt	ow	OVERWEIGHT	174
PH80-2-2-AB-JLong.txt	uh	RUTS	175
PH96-3-2-Kay.txt	iy	FREER	176
PH91-2-22-AB-Frankie.txt	i	INHABIT	177
PH81-0-7-MAbdullah.txt	uw	BOOTS	178
PH85-3-12-James.txt	u	PUSSIES	179
